Age,Income,EducationLevel,HasPartner,TotalChildren,TotalSpend,TotalPurchases,MntWines,MntMeatProducts,MntGoldProds,NumWebVisitsMonth,NumDealsPurchases,CustomerDays,Recency,PrevCampaignsAccepted,Complain,Response
46,28442.0,2,1,2,57,7,19,10,6,4,3,3598,53,0,0,0
46,37717.0,4,1,1,25,3,9,6,5,9,1,4056,31,0,0,0
57,51479.0,2,1,2,494,15,247,160,65,7,7,4021,67,0,0,0
55,54803.0,2,0,1,693,17,404,92,142,4,2,4150,65,0,0,0
64,79530.0,2,1,0,1348,25,333,815,29,2,1,3881,64,0,0,0
48,31615.0,2,0,1,51,5,2,20,9,7,2,3943,82,0,0,0
62,72025.0,2,1,0,1932,15,833,549,233,3,1,4062,27,0,0,0
49,52614.0,4,0,1,990,14,789,142,38,8,2,4048,63,0,0,0
40,35684.0,1,1,1,30,4,10,7,3,6,1,3541,66,0,0,0
49,48178.0,2,1,2,254,10,159,45,38,8,6,4082,69,0,0,0
54,29548.0,3,0,1,29,4,7,6,11,4,1,3777,52,1,0,0
58,63810.0,2,0,1,1371,19,977,253,101,8,4,4068,45,1,0,0
52,38578.0,4,0,2,73,6,38,22,3,8,3,3845,2,0,0,1
49,46098.0,3,0,2,120,7,57,27,36,8,4,4153,86,0,0,0
54,22585.0,2,0,0,81,4,3,15,39,9,1,3941,23,1,0,1
35,30279.0,2,0,1,37,4,10,14,1,8,1,4019,13,0,0,0
63,66426.0,4,1,1,1377,18,1043,97,157,6,2,3743,14,0,0,0
55,30822.0,2,0,1,51,4,3,13,12,7,1,3853,92,0,0,0
55,33581.0,4,1,2,17,3,11,5,1,8,1,4010,38,0,0,0
39,19986.0,2,1,1,22,3,3,5,6,7,1,3700,74,0,0,0
70,27421.0,2,0,0,324,11,43,96,55,7,3,4037,14,0,0,0
51,35688.0,1,1,3,211,9,73,90,32,8,7,4149,94,0,0,0
43,36143.0,3,0,1,19,3,12,1,6,3,1,3564,33,0,0,0
53,10245.0,2,0,1,41,5,4,7,13,5,3,3883,32,0,0,0
56,43795.0,3,1,1,492,14,314,53,107,7,3,3729,11,1,0,1
64,63381.0,2,1,1,1005,22,571,142,159,2,4,4105,78,0,0,0
75,38823.0,2,1,1,114,6,70,11,23,6,1,4141,56,0,0,0
56,83664.0,4,0,2,1173,16,866,151,86,5,3,3890,57,0,0,0
45,90300.0,2,1,0,1738,19,594,786,57,1,0,3650,7,1,0,0
45,62499.0,3,1,1,222,10,140,61,4,4,2,3675,0,0,0,0
31,74293.0,2,0,0,1127,15,375,335,81,2,1,3529,66,0,0,0
78,51012.0,4,1,0,209,9,102,63,24,6,1,3910,86,0,0,0
56,70777.0,3,1,1,787,20,554,113,78,3,3,3597,80,0,0,0
33,68682.0,4,1,0,1598,23,919,505,45,2,1,3739,56,0,0,0
53,43824.0,2,1,2,186,8,96,42,32,8,4,4125,18,0,0,0
40,15345.0,2,1,1,47,4,5,16,19,8,2,4140,51,0,0,1
37,23442.0,2,0,1,27,4,2,6,5,7,1,4025,71,0,0,0
44,14515.0,1,1,1,96,7,6,9,35,7,4,4070,71,0,0,1
68,31395.0,1,0,2,64,6,23,25,7,6,4,3936,80,0,0,0
59,75276.0,2,1,0,1040,22,610,125,21,5,1,4113,2,0,0,0
50,42373.0,2,0,2,163,8,67,61,19,5,5,3791,83,0,0,0
64,30507.0,2,1,0,343,10,65,74,110,7,1,3948,29,0,0,0
69,55521.0,4,0,3,446,15,416,26,4,7,9,3723,11,1,0,1
59,48006.0,2,1,2,41,4,23,11,2,6,1,3493,55,0,0,0
52,27213.0,4,0,1,70,6,19,26,3,8,3,4141,19,0,0,1
53,65808.0,4,0,2,272,11,155,80,10,6,3,3503,1,0,0,0
50,30351.0,4,1,1,46,5,14,24,2,9,1,3861,19,0,0,0
61,50437.0,2,1,2,490,16,370,92,4,7,3,4093,28,0,0,0
42,23616.0,1,0,1,79,6,4,11,32,8,2,4062,76,0,0,1
48,53858.0,2,1,1,915,13,407,221,26,4,4,4070,50,0,0,0
69,66465.0,4,1,1,1485,32,1200,204,14,6,3,3929,1,1,0,0
37,46923.0,2,0,1,369,13,85,54,6,7,3,4149,90,0,0,0
62,75072.0,2,1,1,1073,17,583,309,125,3,2,3995,83,0,0,0
81,75865.0,4,1,0,1242,18,483,591,12,1,1,3563,73,0,0,0
49,19789.0,1,1,1,78,6,2,9,28,5,3,3694,24,1,0,0
30,80134.0,2,1,0,1378,20,966,282,26,5,1,3608,11,4,0,0
43,91065.0,2,0,0,1474,25,822,108,114,3,1,3965,33,2,0,1
53,49505.0,3,1,2,751,20,604,100,28,8,9,3954,4,0,0,0
51,37401.0,4,1,1,48,5,19,19,3,7,2,3527,14,0,0,0
41,30096.0,2,1,1,45,5,5,11,9,6,1,3511,30,0,0,0
42,18492.0,3,1,1,10,3,2,2,1,8,1,3497,75,0,0,0
50,82584.0,3,1,0,1435,15,1076,103,68,1,1,3863,26,2,0,1
83,93027.0,4,1,0,2119,22,1285,716,21,2,0,3915,77,1,0,0
71,48686.0,2,1,3,20,3,10,7,1,8,1,3680,8,0,0,0
38,92910.0,2,1,0,1795,26,551,792,33,1,1,3539,42,3,0,0
35,75433.0,2,1,1,1188,17,800,297,57,6,2,3558,28,2,0,0
35,10404.0,1,1,1,43,5,2,11,12,5,2,3529,52,0,0,0
56,61314.0,2,1,1,1008,22,378,189,172,3,2,3903,1,0,0,0
63,84865.0,4,0,0,1688,15,1248,349,16,4,1,3889,1,4,0,1
35,42387.0,2,1,1,684,16,235,235,191,8,5,4081,42,0,0,0
57,67309.0,1,1,2,1082,24,515,181,95,7,15,3995,76,0,0,0
60,75236.0,2,1,1,1068,24,438,400,114,4,1,3689,27,0,0,0
54,30015.0,2,0,1,57,5,25,22,5,5,2,3620,28,0,0,0
68,50943.0,3,1,1,46,4,31,7,6,5,1,3846,49,0,0,0
58,67272.0,2,0,1,733,20,357,271,14,5,3,3663,12,0,0,0
75,51529.0,3,0,1,467,15,400,35,22,8,2,3768,14,0,0,0
53,32011.0,4,1,1,122,7,99,15,5,7,3,3784,89,0,0,0
38,7500.0,1,1,1,36,5,1,5,9,8,2,3980,96,0,0,0
35,28691.0,2,1,1,34,4,5,13,4,8,1,3833,56,0,0,0
76,56223.0,4,1,1,156,8,77,31,4,4,2,3664,72,0,0,0
78,18100.0,2,1,0,14,3,3,2,1,5,1,3800,14,0,0,0
35,30279.0,2,0,1,37,4,10,14,1,8,1,4019,13,0,0,0
50,20130.0,1,1,0,34,4,0,3,12,8,1,3577,99,0,0,0
65,23295.0,2,0,0,20,3,0,1,5,8,1,3824,72,0,0,0
52,42618.0,3,0,1,192,9,76,74,10,8,2,3736,92,0,0,0
60,81246.0,2,0,0,1379,16,398,537,37,1,1,3655,87,2,0,0
48,24027.0,2,1,1,48,5,14,11,5,8,2,3858,7,0,0,0
71,55707.0,4,1,1,428,14,208,82,35,3,2,3662,91,0,0,0
69,57959.0,2,0,1,868,22,430,322,33,3,5,3896,71,0,0,0
55,56796.0,2,1,1,1001,24,656,161,37,7,3,3971,24,0,0,0
53,36230.0,3,0,1,59,6,14,30,3,5,1,3728,17,0,0,0
44,70829.0,1,1,2,431,14,141,106,23,3,2,3683,87,0,0,0
48,65991.0,2,1,1,971,24,507,364,9,7,3,4133,21,0,0,0
52,38988.0,2,1,3,348,12,164,103,42,8,7,4151,90,0,0,0
58,89572.0,1,0,0,2059,23,606,974,64,4,1,4125,44,2,0,1
40,42207.0,3,1,1,265,10,116,72,46,6,4,3927,71,1,0,1
72,50300.0,2,1,1,270,11,143,60,5,2,2,3508,52,0,0,0
42,66664.0,1,1,0,1289,18,398,447,32,3,1,4115,78,0,0,0
60,60597.0,2,1,1,893,12,522,257,66,7,4,3652,2,1,0,1
75,70165.0,2,0,0,926,21,161,253,122,1,1,3753,60,0,0,0
66,50520.0,4,0,1,135,7,112,6,14,6,2,3625,25,0,0,0
61,80124.0,2,1,0,1495,18,483,398,241,1,1,3476,47,1,0,0
49,33183.0,2,1,1,120,7,7,39,37,7,2,3598,46,0,0,0
55,66582.0,4,0,0,1288,19,789,420,0,1,1,3591,83,0,0,0
69,75261.0,4,1,0,1743,16,1239,413,17,2,1,3905,17,2,0,1
54,31880.0,2,0,1,15,3,4,5,3,8,1,4079,13,0,0,0
73,53790.0,2,1,2,542,17,335,127,5,6,3,3588,86,0,0,0
53,49269.0,4,1,1,890,22,639,166,58,7,3,4156,92,0,0,0
49,61456.0,2,1,1,1388,29,563,384,89,4,4,3932,47,0,0,0
44,37406.0,2,1,1,17,3,2,8,3,8,1,3735,18,0,0,1
43,56937.0,4,1,1,906,23,746,125,8,6,7,4167,81,1,0,1
46,38415.0,2,1,2,44,4,22,13,4,7,2,4016,91,0,0,0
36,20518.0,2,0,1,25,4,4,6,9,5,1,3515,58,0,0,0
68,62503.0,2,1,1,973,22,478,193,117,5,4,3969,40,0,0,0
52,41644.0,4,0,2,31,4,20,4,2,3,2,3524,67,0,0,0
47,55842.0,3,1,1,518,16,451,39,24,5,1,3510,19,0,0,0
52,62010.0,4,1,1,530,15,371,39,92,5,4,4087,93,0,0,0
47,41124.0,2,1,1,506,14,281,84,119,8,7,4079,41,0,0,0
51,38961.0,3,1,1,70,5,19,19,24,7,1,3654,60,0,0,0
52,37760.0,3,0,1,54,5,26,13,0,6,1,3795,54,0,0,0
50,32233.0,2,0,1,296,10,138,35,72,9,2,4152,26,1,0,1
49,43057.0,2,1,1,266,11,213,44,5,5,4,3715,30,0,0,0
64,83151.0,3,1,0,747,18,407,100,18,3,1,4100,93,0,0,0
60,78825.0,4,0,0,895,28,483,114,18,3,1,4126,35,0,0,1
48,65104.0,3,1,1,1053,15,738,232,50,7,2,3700,4,0,0,0
50,60093.0,2,1,1,735,19,502,109,90,6,2,3841,92,0,0,0
55,14045.0,2,1,1,20,4,11,5,1,7,1,3627,24,0,0,0
72,28457.0,1,0,0,205,9,24,108,14,8,1,4082,96,0,0,0
66,78952.0,4,1,1,2092,19,1170,594,134,6,2,4116,11,0,0,0
48,46310.0,2,0,1,309,12,185,88,14,8,2,4046,99,0,0,0
69,76005.0,2,1,0,1722,21,983,389,40,6,1,3965,72,1,0,0
60,58308.0,3,0,1,900,11,691,69,130,8,4,4006,77,0,0,0
80,55614.0,4,0,0,682,19,504,131,26,7,1,3687,85,1,0,0
62,59432.0,3,0,1,663,19,317,265,12,5,3,3915,88,0,0,0
46,55563.0,2,0,1,43,5,29,9,2,3,1,3558,22,0,0,0
53,78642.0,4,1,1,1816,17,1396,322,17,6,1,3907,83,0,0,0
75,67911.0,4,1,1,976,24,529,356,0,3,3,3511,63,0,0,0
80,65275.0,2,1,0,746,20,388,218,21,2,1,3925,9,0,0,0
74,27203.0,2,1,2,64,4,13,21,24,8,2,4165,92,0,0,0
63,48330.0,3,1,1,32,4,28,4,0,5,1,3699,2,0,0,0
34,24279.0,0,1,0,263,8,16,21,108,8,1,4020,6,0,0,0
39,64355.0,4,1,1,1445,19,1047,140,153,8,2,4147,66,0,0,0
68,50943.0,3,1,1,46,4,31,7,6,5,1,3846,49,0,0,0
71,53653.0,2,0,0,1210,26,815,239,108,6,2,4072,29,0,0,0
48,65665.0,2,1,1,945,23,225,387,29,3,1,3682,77,0,0,0
35,81217.0,2,0,0,1157,21,493,324,84,1,1,3818,77,0,0,0
32,34935.0,2,1,0,137,7,34,66,20,7,1,3846,71,0,0,0
65,61250.0,2,0,1,730,19,382,65,59,5,6,4033,49,0,0,0
43,39665.0,4,1,1,216,9,127,56,31,7,3,3873,97,1,0,0
45,60152.0,2,0,1,943,22,325,300,91,3,1,3931,6,0,0,0
60,48920.0,2,1,2,347,13,238,68,6,7,3,3725,93,1,0,0
65,89120.0,3,1,0,1924,18,1168,408,55,1,1,3577,78,1,0,0
78,44124.0,4,1,1,397,13,284,55,52,8,4,3887,62,0,0,0
49,81169.0,3,0,0,2089,21,1288,613,27,2,1,3914,47,0,0,0
63,36443.0,2,1,2,138,7,65,46,20,8,4,3984,9,0,0,0
34,26095.0,2,0,1,42,4,11,9,11,7,1,3837,77,0,0,0
65,71367.0,2,1,0,777,16,227,389,75,2,1,3783,24,0,0,0
80,80184.0,3,1,0,1902,19,1035,670,0,3,1,3593,19,2,0,0
59,30630.0,2,0,2,52,5,27,12,10,7,2,3626,67,0,0,0
37,73454.0,3,0,0,1651,12,982,351,175,5,1,3593,95,1,0,0
33,42691.0,2,1,0,358,12,179,64,58,5,1,3790,48,0,0,0
71,70503.0,2,1,0,1727,15,1379,216,66,6,1,4110,73,2,0,0
37,25545.0,2,1,1,210,7,32,64,85,6,3,4132,35,0,0,1
38,32880.0,2,1,1,42,4,8,15,2,8,1,4045,76,0,0,0
66,77863.0,4,1,0,1291,19,881,319,12,2,1,3687,20,0,0,0
47,50353.0,3,1,0,442,14,141,153,35,3,1,3494,72,0,0,0
60,61839.0,2,0,0,1895,16,1000,379,120,8,1,4159,20,0,0,0
64,49154.0,4,1,2,411,13,206,67,71,6,6,3711,69,0,0,0
49,47682.0,1,0,1,521,15,162,83,61,5,4,3972,80,0,0,0
55,72679.0,2,0,1,1168,16,619,260,54,1,1,3757,65,0,0,0
47,57954.0,3,1,2,493,16,456,24,9,7,7,3484,52,1,0,0
62,65316.0,2,1,2,260,10,112,92,38,4,2,3904,65,0,0,0
42,28567.0,2,0,1,46,5,11,22,6,6,2,3850,57,0,0,0
73,47352.0,3,1,1,319,12,172,112,15,7,4,3917,70,0,0,0
57,44931.0,2,1,1,96,6,78,11,7,5,1,3635,0,0,0,0
57,76982.0,2,0,0,1062,15,464,292,30,4,1,3607,19,1,0,1
72,57247.0,1,1,1,232,10,99,32,6,2,2,3798,50,0,0,0
43,22944.0,3,0,1,76,6,19,19,26,7,3,3661,67,0,0,0
47,25315.0,1,1,1,54,6,1,8,22,8,3,3707,46,0,0,0
55,43638.0,2,0,1,201,9,63,83,19,7,2,4165,37,0,0,0
40,42710.0,4,0,1,406,12,252,42,102,6,2,4051,38,0,0,0
42,84169.0,4,1,0,1919,19,1478,403,0,3,1,3799,9,2,0,1
48,54058.0,2,1,1,662,18,198,252,54,3,2,3863,56,0,0,0
34,24683.0,1,1,1,41,6,8,10,6,5,2,3586,98,0,0,0
60,85620.0,2,0,0,1600,13,416,925,46,1,1,3646,68,0,0,1
44,47850.0,2,1,1,134,7,42,43,10,6,1,3681,72,0,0,0
56,19514.0,2,1,2,69,6,14,21,28,8,4,3627,47,1,0,1
51,27159.0,3,1,2,21,4,17,3,1,6,2,3565,33,0,0,0
61,39548.0,1,0,2,54,5,15,10,18,3,2,3563,87,0,0,0
35,21474.0,2,0,1,91,6,6,24,34,7,2,3555,0,1,0,1
53,60504.0,4,0,1,526,16,458,24,34,6,2,3615,73,0,0,0
61,22419.0,2,1,0,162,7,30,47,42,8,1,3910,74,0,0,0
75,81698.0,3,1,0,1008,24,179,520,47,1,1,3708,4,0,0,1
72,43462.0,2,1,2,240,10,90,97,15,8,6,4128,50,0,0,0
46,54880.0,4,0,1,795,19,308,137,118,5,2,3958,57,0,0,0
42,79908.0,2,1,0,1772,18,557,761,111,2,1,3923,30,1,0,0
54,15315.0,1,1,0,64,6,7,13,17,5,2,3803,27,0,0,0
65,87771.0,2,1,1,1957,19,1492,287,33,6,1,3876,61,4,0,1
46,33039.0,2,1,1,78,6,30,12,12,5,1,3766,4,0,0,0
44,81741.0,2,0,0,1572,19,249,940,38,2,0,3851,75,0,0,0
53,71499.0,3,1,1,795,24,465,132,37,4,2,3842,12,0,0,0
54,62466.0,1,1,1,889,21,129,259,83,4,5,3638,13,0,0,0
61,48799.0,4,0,1,331,12,174,81,24,3,3,3709,9,0,0,0
74,52157.0,4,1,1,265,10,189,29,40,4,2,3495,48,0,0,0
62,66565.0,2,0,1,1065,15,747,161,42,8,4,4044,80,0,0,0
73,29298.0,3,1,2,11,3,6,2,1,5,1,3768,60,0,0,0
45,47691.0,2,0,1,21,3,14,3,4,6,1,3832,43,0,0,0
54,38200.0,2,1,2,17,3,12,4,1,7,1,4042,19,0,0,0
50,44989.0,2,1,1,369,11,98,106,106,6,5,4128,26,0,0,0
56,38443.0,4,1,2,38,4,32,5,1,7,2,3626,58,0,0,0
46,38593.0,1,0,1,177,8,51,49,24,8,3,3762,42,0,0,0
54,64413.0,4,1,1,279,11,200,44,20,5,1,3805,27,0,0,0
43,36959.0,3,1,1,62,5,25,25,0,8,2,3743,56,0,0,0
47,61996.0,4,1,1,1230,18,1050,144,24,5,3,3987,27,3,0,1
56,51287.0,2,1,2,182,8,117,22,30,7,3,3562,10,0,0,0
54,13260.0,2,1,2,49,6,9,17,7,8,4,3783,48,0,0,0
58,47472.0,4,1,2,75,6,56,11,8,5,2,3759,39,0,0,0
68,54603.0,3,1,2,227,10,145,46,4,7,6,3828,85,0,0,0
50,45207.0,4,1,2,215,10,203,10,2,6,5,4069,64,1,0,0
73,40689.0,2,1,1,444,13,270,27,99,8,7,3941,69,0,0,0
57,47821.0,1,1,2,47,4,9,16,10,8,1,3725,54,0,0,0
73,27450.0,3,1,0,143,6,37,23,52,7,1,3913,57,0,0,0
41,39453.0,2,1,1,55,5,46,7,2,6,2,3560,64,0,0,0
53,26850.0,1,1,2,63,7,31,13,9,4,4,3545,10,0,0,0
69,79800.0,2,0,0,1867,21,1060,530,224,3,1,4117,65,3,0,1
63,61794.0,3,1,1,611,18,264,188,11,2,2,3761,74,0,0,0
69,53863.0,2,1,1,473,15,399,30,30,7,3,3516,4,1,0,0
65,24221.0,2,1,0,55,5,8,9,22,4,1,3786,94,0,0,0
40,39684.0,4,0,1,81,5,19,35,17,7,2,4098,41,0,1,1
49,92163.0,3,1,0,2086,21,817,797,20,2,0,4037,25,2,0,1
59,69882.0,3,0,0,1478,19,292,635,165,1,1,3704,94,0,0,0
47,33178.0,2,1,1,49,4,12,2,16,4,1,3623,9,0,0,0
52,59973.0,4,1,0,382,14,130,168,0,1,1,3764,47,0,0,0
49,17459.0,3,1,1,69,6,6,16,30,7,3,3756,12,0,0,1
55,23910.0,2,0,1,67,5,16,18,13,7,1,4084,80,0,0,0
55,42169.0,3,1,2,30,4,19,9,2,8,2,3726,20,0,0,0
46,26224.0,1,1,1,63,6,4,15,15,6,3,3863,39,0,0,0
43,31089.0,2,1,1,79,7,31,31,4,8,3,4154,57,0,0,0
63,30081.0,2,0,1,42,4,36,2,4,7,1,3966,27,0,0,0
64,62807.0,2,1,1,819,20,526,135,99,5,3,4140,83,0,0,0
69,72906.0,2,0,0,1151,16,400,519,54,1,1,3758,79,0,0,0
76,61467.0,4,1,2,594,17,410,114,49,5,3,4040,69,0,0,0
58,49618.0,3,1,2,129,7,80,26,14,7,4,3992,77,0,0,0
38,21888.0,3,0,1,213,8,88,46,64,10,4,4020,15,0,0,1
51,42429.0,2,0,1,67,5,55,6,4,5,2,3611,99,0,0,0
68,26150.0,2,0,3,28,4,5,13,1,7,1,3948,61,0,0,0
49,30801.0,0,1,1,45,4,8,5,11,7,2,4084,23,0,0,0
59,81168.0,2,1,0,1193,17,410,592,22,3,1,3526,84,1,0,0
55,26877.0,3,0,0,268,10,101,76,40,6,2,3787,74,0,0,0
80,45006.0,3,0,0,266,11,162,53,10,3,1,3819,90,0,0,0
51,18978.0,0,1,1,37,4,2,1,15,8,1,4038,41,0,0,0
57,22574.0,2,1,3,37,5,25,8,2,7,2,3717,28,0,0,0
55,48240.0,4,0,0,882,22,389,248,41,5,3,4070,73,0,0,1
50,45837.0,2,1,2,373,13,215,87,24,7,5,3811,88,0,0,0
59,35791.0,3,0,3,35,4,27,5,3,8,2,3892,94,0,0,0
48,162397.0,4,1,2,107,1,85,16,2,1,0,3864,31,0,0,0
46,54162.0,2,0,2,42,4,5,10,10,4,1,3941,31,0,0,0
64,30522.0,3,1,1,326,12,179,83,26,2,5,4154,6,0,0,0
63,54456.0,4,1,1,404,14,352,27,15,6,3,3826,23,0,0,0
53,31632.0,2,0,0,95,5,17,12,32,7,1,3823,92,0,0,0
75,72298.0,2,0,0,939,13,625,169,35,1,1,3584,52,2,0,0
46,36975.0,1,0,1,33,4,10,11,2,7,1,3656,50,0,0,0
69,72635.0,1,1,0,981,20,390,323,107,3,1,3864,54,1,0,0
48,13624.0,2,1,1,36,5,10,15,6,6,2,3998,93,0,0,0
49,84196.0,2,0,1,1237,19,215,507,190,3,1,3864,56,0,0,0
64,70971.0,2,1,1,1825,27,1001,572,17,7,7,4119,28,0,0,1
47,34487.0,4,0,2,103,6,19,33,8,9,3,4134,94,0,0,0
47,28769.0,2,0,1,191,9,41,129,3,9,3,4031,76,0,0,0
54,69084.0,4,1,1,1586,23,1181,199,30,8,2,3695,43,0,0,0
66,65488.0,4,1,0,963,13,603,207,54,1,1,3489,46,0,0,0
54,62466.0,1,1,1,889,21,129,259,83,4,5,3638,13,0,0,0
64,32218.0,1,0,0,93,6,10,15,30,7,1,3607,27,1,0,1
51,83917.0,2,0,0,1587,20,514,732,79,3,1,3910,12,0,0,1
62,46102.0,2,0,3,16,3,14,1,1,7,1,3584,3,0,0,0
72,84574.0,2,0,0,1375,31,387,713,163,5,1,3863,72,0,0,0
62,56181.0,2,1,1,393,13,121,69,48,4,1,4010,6,0,0,0
74,63120.0,3,0,1,1477,21,965,279,69,7,5,4112,53,0,0,1
53,73691.0,2,1,1,1179,16,707,250,73,2,2,3708,58,1,0,0
64,63381.0,2,1,1,1005,22,571,142,159,2,4,4105,78,0,0,0
76,76140.0,4,1,0,1348,20,586,653,26,2,1,3520,57,0,0,0
65,62859.0,4,0,1,1307,19,1063,102,25,6,4,4019,37,0,0,0
60,45906.0,2,0,1,486,13,305,27,144,5,2,3891,20,1,0,0
77,77632.0,3,1,0,2252,12,1200,758,147,2,1,3949,73,2,0,1
53,46463.0,4,1,2,235,10,163,40,11,6,7,3788,56,0,0,0
54,105471.0,2,1,0,1724,30,1009,104,207,3,0,3997,36,2,0,1
54,55282.0,3,0,1,235,10,125,73,19,4,1,3671,9,0,0,0
47,78710.0,3,1,1,1092,25,721,152,50,4,3,3510,42,0,0,0
66,66886.0,2,1,1,599,15,315,62,146,5,2,3759,28,0,0,0
64,98777.0,3,0,0,2008,19,1000,711,38,1,0,3605,23,1,0,0
39,29103.0,2,1,1,48,4,16,17,6,9,2,4144,38,0,0,0
50,67445.0,2,1,1,1174,27,757,217,11,6,5,4159,63,0,0,0
74,50616.0,4,1,1,67,6,30,25,9,2,1,3550,71,0,0,0
69,49431.0,2,0,1,365,13,219,100,17,8,2,4168,9,0,0,0
49,153924.0,2,0,0,6,0,1,1,1,0,0,3615,81,0,0,0
71,61278.0,2,1,1,165,8,111,28,15,6,2,3649,87,0,0,0
66,26490.0,1,1,0,210,9,45,52,25,6,2,4118,92,0,0,0
77,73059.0,4,1,1,1095,25,410,420,71,4,1,3775,36,0,0,0
58,46734.0,4,0,3,223,8,100,39,76,6,4,3724,86,1,0,0
61,56253.0,2,1,1,597,18,509,65,5,6,4,4042,83,0,0,0
39,19986.0,2,1,1,22,3,3,5,6,7,1,3700,74,0,0,0
49,58330.0,2,0,1,1064,23,445,213,151,4,1,3659,87,0,0,0
44,25965.0,0,1,0,74,5,2,11,11,8,1,4133,29,0,0,0
68,14661.0,3,1,0,26,4,4,11,2,6,1,4017,88,0,0,0
65,18690.0,2,1,0,60,4,6,7,19,8,1,4021,77,0,0,0
50,45068.0,4,1,1,20,3,14,3,3,7,1,3882,25,0,0,0
37,21063.0,0,0,1,59,5,1,11,15,6,2,3750,34,0,0,0
56,29187.0,4,1,1,34,4,26,6,2,8,1,3889,43,0,0,0
53,54690.0,1,1,2,198,9,111,37,18,3,3,3707,76,0,0,0
60,59304.0,4,1,1,1048,25,418,428,10,5,3,3808,81,0,0,0
62,59247.0,3,0,2,574,16,327,122,83,6,5,3706,87,0,0,0
54,66731.0,2,0,1,1029,13,371,194,141,3,4,4128,33,0,0,0
44,77353.0,2,1,1,670,18,275,107,59,4,2,3668,38,0,0,0
49,52614.0,4,0,1,990,14,789,142,38,8,2,4048,63,0,0,0
50,26751.0,2,1,2,11,3,1,5,1,8,1,3511,26,0,0,0
61,81300.0,4,1,1,1241,18,1004,145,36,5,3,4080,17,1,0,1
45,70337.0,2,0,0,576,16,187,149,91,1,1,3651,75,0,0,0
39,36145.0,1,1,1,172,8,56,76,18,9,4,3851,13,1,0,1
44,65295.0,4,0,0,664,19,365,117,6,2,1,3661,19,0,0,0
61,68118.0,2,0,1,928,21,595,123,154,6,2,3727,51,0,0,0
57,68743.0,2,0,0,2074,29,1132,384,115,7,1,4141,81,0,0,0
42,41039.0,1,1,0,467,14,34,137,45,8,1,3812,32,0,0,0
69,38946.0,2,1,1,257,10,116,82,41,5,2,3721,84,0,0,0
57,65777.0,2,1,0,1146,16,565,435,54,1,1,3665,87,0,0,0
48,66476.0,4,0,1,689,18,372,126,78,4,2,3952,99,0,0,0
52,86857.0,4,0,0,2114,21,899,838,40,2,1,4128,96,0,0,1
42,160803.0,4,1,0,1717,29,55,1622,4,0,15,4167,21,0,0,0
35,77845.0,4,1,0,1346,20,760,480,26,1,1,3517,40,2,0,0
55,69476.0,4,1,0,1044,14,260,559,67,2,1,3745,3,0,0,0
64,50611.0,4,0,1,493,16,459,24,4,6,6,4106,98,1,0,1
54,61209.0,2,0,0,957,12,466,224,99,2,1,3781,73,0,0,0
66,42315.0,3,1,1,270,9,67,80,80,3,3,3825,90,0,0,0
72,13084.0,0,1,0,29,4,2,7,10,6,1,3712,29,0,0,0
75,47570.0,3,0,2,121,6,67,20,31,7,3,3869,3,0,0,1
63,61923.0,3,1,2,126,7,92,18,6,3,1,3811,94,0,0,0
29,34824.0,2,0,0,23,3,4,11,4,6,1,3568,65,0,0,0
75,26518.0,4,0,2,57,5,20,28,2,8,3,3920,33,0,0,1
63,45938.0,2,0,0,636,18,273,178,29,6,2,3711,46,0,0,0
64,78468.0,2,1,0,1004,27,434,388,34,4,1,3554,29,1,0,0
51,78901.0,2,0,1,734,17,321,309,34,4,3,3758,99,0,0,0
46,71427.0,2,1,2,614,18,212,177,23,4,2,3582,26,0,0,0
46,71022.0,2,0,1,1453,18,909,278,242,8,3,3611,30,1,0,0
36,90247.0,3,0,0,1621,14,1184,352,16,1,1,3534,27,3,0,1
56,41335.0,3,0,1,187,9,112,21,5,7,3,3658,24,0,0,0
38,71952.0,2,1,1,1443,20,656,455,93,4,2,4008,93,2,0,0
54,35682.0,4,0,1,57,5,23,8,18,2,1,3475,34,0,0,0
73,43185.0,2,0,1,637,18,537,42,30,8,2,3918,88,0,0,0
76,66375.0,4,1,1,948,11,712,45,191,7,3,3693,96,1,0,0
53,35178.0,3,1,1,59,4,23,13,18,7,1,4008,10,1,0,1
38,25252.0,2,1,1,18,3,1,4,6,8,1,3825,26,0,0,0
59,55250.0,3,0,1,903,22,664,83,66,5,4,4089,49,0,0,0
49,33249.0,2,0,1,112,6,6,21,42,6,2,3967,11,0,0,0
71,58398.0,2,1,0,596,17,299,201,49,4,3,3884,44,0,0,0
42,50272.0,2,1,1,233,10,99,66,4,7,3,3799,75,0,0,0
49,76618.0,4,1,0,1511,10,749,294,147,1,1,4042,64,0,0,0
64,87305.0,1,0,0,1152,16,345,501,80,2,1,4117,19,1,0,1
46,25851.0,2,1,1,48,5,9,18,5,7,2,3976,45,0,0,0
54,58710.0,2,0,1,1185,25,440,368,174,6,6,3928,77,0,0,0
66,45160.0,2,0,2,21,3,8,5,3,7,1,3565,9,0,0,0
59,74806.0,3,1,1,965,14,670,249,9,4,2,4030,1,0,0,0
70,59111.0,2,1,0,869,20,524,134,155,7,1,3896,90,0,0,0
40,18988.0,4,1,1,16,4,6,6,1,7,2,3510,43,0,0,0
59,72190.0,2,1,0,1947,15,597,597,249,3,1,3974,79,0,0,0
