id_estudiante,periodo_ingreso,carrera,provincia,zona_residencia,sexo,edad,estado_civil,tipo_colegio,financiamiento,modalidad,semestre_actual,promedio_bachillerato,nota_primer_ciclo,creditos_reprobados,num_materias_matriculadas,asistencia_pct,horas_trabajo_semana,distancia_universidad_km,num_hermanos,ingreso_familiar_usd,uso_tutoria,indice_satisfaccion,desercion_semestre,fecha_ultimo_pago,motivo_retiro,semestre_desercion
EST-2022-0284,2023-S1,Contabilidad,Pichincha,Rural,F,22,Soltero/a,Particular,Recursos propios,Semi-presencial,6,7.28,7.57,0,8,69.6,39.0,26.5,0,1323.0,1,5.9,1,2024-08-09,Academico,6.0
EST-2023-0285,2023-S2,Contabilidad,El Oro,Urbana,M,24,Casado/a,Fiscal,Beca parcial,Presencial,5,7.05,6.56,1,5,92.1,0.0,2.1,2,335.0,0,8.1,0,,,
EST-2024-0286,2023-S2,Contabilidad,Pichincha,Rural,F,27,Soltero/a,Particular,Credito educativo,Presencial,2,8.75,7.78,0,7,67.1,27.0,21.3,0,568.0,1,7.1,1,2024-01-22,Economico,2.0
EST-2025-0287,2022-S2,Ingeniería Civil,El Oro,Urbana,M,18,Casado/a,Particular,Beca parcial,Presencial,2,8.02,6.1,0,4,100.0,27.0,29.8,2,1201.0,5,8.0,0,,,
EST-2020-0288,2022-S1,Psicología,El Oro,Rural,M,17,Soltero/a,Fiscal,Recursos propios,Presencial,1,7.75,8.71,3,5,100.0,24.0,14.5,3,531.0,2,6.8,0,,,
EST-2021-0289,2023-S1,Administración de Empresas,Guayas,Urbana,F,21,Soltero/a,Fiscal,Recursos propios,Semi-presencial,6,9.43,7.87,1,5,72.9,31.0,19.9,2,297.0,4,5.1,0,,,
EST-2022-0290,2022-S1,Derecho,El Oro,Urbana,M,24,Casado/a,Fiscal,Recursos propios,Semi-presencial,2,6.27,8.69,0,8,100.0,44.0,7.9,1,360.0,5,6.2,0,,,
EST-2023-0291,2023-S1,Derecho,Azuay,Urbana,M,19,Union libre,Fiscal,Recursos propios,Semi-presencial,1,9.09,8.19,2,8,64.6,0.0,18.2,5,557.0,4,8.8,0,,,
EST-2024-0292,2022-S1,Contabilidad,Esmeraldas,Rural,F,24,Casado/a,Particular,Credito educativo,Presencial,3,9.26,6.7,0,5,87.8,20.0,31.0,1,369.0,3,6.8,0,,,
EST-2025-0293,2023-S2,Ingeniería Civil,Pichincha,Urbana,F,17,Soltero/a,Fiscomisional,Beca parcial,Semi-presencial,6,9.11,7.77,0,7,75.9,26.0,19.0,1,888.0,2,7.5,0,,,
EST-2020-0294,2023-S2,Contabilidad,Azuay,Urbana,M,17,Soltero/a,Particular,Recursos propios,Presencial,1,7.42,8.01,3,8,78.7,0.0,16.0,2,1892.0,4,5.6,0,,,
EST-2021-0295,2022-S1,Medicina,Azuay,Rural,F,27,Casado/a,Fiscal,Beca completa,Presencial,6,7.13,8.48,2,4,39.4,0.0,2.0,1,587.0,4,6.5,1,2024-04-16,Personal,7.0
EST-2022-0296,2022-S1,Contabilidad,Tungurahua,Urbana,M,21,Soltero/a,Fiscal,Credito educativo,Presencial,6,8.18,9.15,0,5,83.5,0.0,4.0,2,480.0,3,6.1,0,,,
EST-2023-0297,2023-S1,Administración de Empresas,Chimborazo,Urbana,F,27,Soltero/a,Particular,Beca completa,Semi-presencial,2,8.67,6.15,1,7,59.6,0.0,2.5,0,342.0,3,8.6,0,,,
EST-2024-0298,2023-S1,Ciencia de Datos,Guayas,Urbana,F,21,Soltero/a,Fiscal,Beca parcial,Presencial,1,8.39,5.48,2,6,65.9,0.0,24.7,3,612.0,1,6.2,0,,,
EST-2025-0299,2023-S2,Ciencia de Datos,Pichincha,Urbana,M,21,Soltero/a,Particular,Recursos propios,Semi-presencial,1,7.57,8.28,0,8,98.1,0.0,20.3,0,206.0,2,6.6,0,,,
EST-2020-0300,2022-S2,Psicología,Manabí,Rural,F,22,Soltero/a,Particular,Beca parcial,Semi-presencial,5,7.93,8.57,0,8,70.2,0.0,17.4,4,959.0,2,4.5,0,,,
EST-2021-0301,2022-S1,Psicología,El Oro,Urbana,M,25,Soltero/a,Fiscal,Beca parcial,Semi-presencial,6,8.32,7.53,2,6,65.7,0.0,42.3,4,1372.0,2,9.8,0,,,
EST-2022-0302,2022-S1,Administración de Empresas,Tungurahua,Urbana,M,18,Soltero/a,Fiscal,Recursos propios,Semi-presencial,6,7.85,7.93,2,4,84.4,33.0,5.2,2,261.0,0,6.9,0,,,
EST-2023-0303,2023-S2,Ingeniería Civil,El Oro,Rural,F,17,Soltero/a,Fiscal,Beca completa,Presencial,5,9.5,7.48,0,8,58.5,0.0,22.2,2,392.0,0,4.8,0,,,
EST-2024-0304,2022-S2,Arquitectura,Pichincha,Rural,F,20,Casado/a,Particular,Credito educativo,Presencial,3,8.38,7.99,2,8,75.4,12.0,2.9,2,1046.0,5,8.4,0,,,
EST-2025-0305,2023-S2,Arquitectura,Azuay,Urbana,M,25,Soltero/a,Fiscal,Beca completa,Semi-presencial,2,7.7,4.39,1,6,84.4,0.0,2.7,1,756.0,2,4.5,0,,,
EST-2020-0306,2023-S1,Ingeniería Civil,Guayas,Urbana,M,17,Soltero/a,Fiscal,Beca parcial,Presencial,4,9.8,7.39,3,8,78.4,30.0,4.9,1,820.0,5,3.5,1,2024-07-10,Personal,5.0
EST-2021-0307,2022-S2,Administración de Empresas,Tungurahua,Urbana,F,21,Casado/a,Particular,Recursos propios,Presencial,5,7.08,6.01,2,5,76.5,0.0,36.1,1,617.0,1,4.6,0,,,
EST-2022-0308,2022-S1,Derecho,Esmeraldas,Urbana,M,19,Soltero/a,Fiscal,Recursos propios,Presencial,1,6.47,5.04,2,4,94.8,0.0,1.1,1,639.0,2,9.5,0,,,
EST-2023-0309,2022-S2,Ciencia de Datos,Guayas,Rural,M,17,Union libre,Fiscal,Beca completa,Presencial,5,8.37,6.38,1,7,95.1,39.0,17.6,0,863.0,5,,0,,,
EST-2024-0310,2022-S1,Derecho,Guayas,Urbana,M,21,Soltero/a,Particular,Recursos propios,Presencial,2,9.13,7.49,1,5,61.4,0.0,,0,640.0,0,5.1,1,2024-08-15,Academico,2.0
EST-2025-0311,2023-S2,Psicología,Pichincha,Urbana,F,19,Soltero/a,Particular,Beca parcial,Presencial,3,8.2,6.57,1,7,82.8,0.0,13.3,3,735.0,5,7.9,0,,,
EST-2020-0312,2022-S1,Derecho,Guayas,Rural,F,17,Soltero/a,Particular,Credito educativo,Presencial,6,7.95,7.03,0,4,82.4,0.0,39.8,1,615.0,2,6.0,0,,,
EST-2021-0313,2022-S1,Psicología,Imbabura,Urbana,M,25,Soltero/a,Particular,Beca parcial,Presencial,2,7.14,9.6,0,8,65.7,0.0,3.9,1,1463.0,1,4.1,0,,,
EST-2022-0314,2023-S1,Psicología,Imbabura,Urbana,M,27,Union libre,Particular,Beca parcial,Presencial,3,7.75,7.82,2,8,100.0,31.0,28.3,2,753.0,1,5.3,0,,,
EST-2023-0315,2023-S1,Contabilidad,Pichincha,Rural,M,24,Casado/a,Fiscal,Beca parcial,Presencial,2,8.23,8.42,2,5,62.9,23.0,52.1,2,627.0,3,6.2,1,2024-07-16,Academico,2.0
EST-2024-0316,2022-S2,Medicina,Azuay,Urbana,F,23,Soltero/a,Particular,Beca completa,Presencial,2,6.89,10.0,2,4,73.1,0.0,30.3,1,1035.0,2,8.2,0,,,
EST-2025-0317,2023-S2,Medicina,El Oro,Rural,M,27,Union libre,Particular,Recursos propios,Presencial,5,6.98,5.57,0,6,85.4,0.0,3.6,1,406.0,3,5.5,0,,,
EST-2020-0318,2023-S2,Derecho,Loja,Urbana,F,17,Soltero/a,Fiscal,Recursos propios,Presencial,4,7.65,6.94,1,6,87.5,0.0,26.8,0,1301.0,4,4.0,0,,,
EST-2021-0319,2023-S1,Administración de Empresas,Esmeraldas,Rural,M,17,Soltero/a,Particular,Beca completa,Presencial,2,7.73,10.0,3,8,72.4,0.0,8.6,1,802.0,3,7.5,0,,,
EST-2022-0320,2022-S1,Medicina,Tungurahua,Rural,F,27,Soltero/a,Fiscal,Beca parcial,Presencial,6,6.41,6.61,2,8,81.7,15.0,73.1,1,1445.0,0,,1,2024-03-06,Laboral,7.0
EST-2023-0321,2023-S1,Contabilidad,Manabí,Urbana,M,25,Casado/a,Fiscal,Recursos propios,Presencial,2,8.0,7.38,1,8,66.9,16.0,2.2,1,989.0,5,6.4,0,,,
EST-2024-0322,2022-S1,Psicología,Manabí,Urbana,F,27,Union libre,Fiscal,Recursos propios,Presencial,4,8.33,6.13,2,6,70.7,14.0,3.3,3,689.0,0,5.5,1,2024-04-10,Laboral,5.0
EST-2025-0323,2022-S1,Arquitectura,Manabí,Urbana,F,20,Soltero/a,Fiscal,Credito educativo,Semi-presencial,3,8.64,7.74,1,8,97.1,0.0,,1,966.0,4,7.5,0,,,
EST-2020-0324,2023-S1,Arquitectura,Chimborazo,Urbana,M,19,Casado/a,Particular,Beca parcial,Semi-presencial,4,8.42,6.15,1,7,60.0,0.0,3.1,1,463.0,2,3.6,0,,,
EST-2021-0325,2022-S2,Derecho,Guayas,Urbana,M,18,Soltero/a,Fiscomisional,Recursos propios,Presencial,1,6.84,7.85,1,4,70.0,0.0,4.0,2,445.0,5,6.0,0,,,
EST-2022-0326,2023-S1,Administración de Empresas,Guayas,Urbana,M,24,Casado/a,Fiscal,Recursos propios,Presencial,3,5.54,10.0,0,6,70.3,0.0,24.0,0,204.0,4,4.2,0,,,
EST-2023-0327,2022-S2,Administración de Empresas,Pichincha,Urbana,M,18,Soltero/a,Fiscomisional,Beca parcial,Semi-presencial,6,6.97,6.74,1,7,65.9,0.0,6.1,0,2148.0,0,10.0,0,,,
EST-2024-0328,2022-S2,Administración de Empresas,Guayas,Urbana,M,18,Soltero/a,Fiscal,Beca parcial,Presencial,1,8.0,8.31,4,7,83.8,44.0,14.9,3,1179.0,3,9.0,1,2024-03-22,Economico,1.0
EST-2025-0329,2023-S1,Arquitectura,Imbabura,Urbana,M,19,Soltero/a,Fiscomisional,Credito educativo,Presencial,4,10.0,7.7,1,5,69.7,0.0,6.0,2,448.0,5,6.2,0,,,
EST-2020-0330,2023-S1,Administración de Empresas,Pichincha,Urbana,M,18,Casado/a,Fiscal,Recursos propios,Presencial,4,7.53,8.66,1,8,95.9,16.0,20.7,0,1661.0,2,5.3,0,,,
EST-2021-0331,2022-S2,Contabilidad,Imbabura,Urbana,M,26,Soltero/a,Fiscomisional,Credito educativo,Presencial,5,7.1,7.16,2,6,86.0,0.0,8.6,2,1298.0,2,6.8,0,,,
EST-2022-0332,2022-S1,Contabilidad,Guayas,Urbana,M,17,Soltero/a,Particular,Beca parcial,Semi-presencial,3,9.0,,0,7,96.4,35.0,3.8,1,831.0,1,4.6,0,,,
EST-2023-0333,2023-S2,Contabilidad,Esmeraldas,Rural,F,26,Casado/a,Fiscomisional,Recursos propios,Presencial,5,4.75,7.06,2,4,66.0,28.0,29.8,1,598.0,2,4.7,1,2024-08-21,Laboral,6.0
EST-2024-0334,2023-S2,Administración de Empresas,Loja,Urbana,F,23,Soltero/a,Particular,Recursos propios,Presencial,5,8.36,8.05,0,8,85.3,0.0,26.9,2,425.0,5,8.0,0,,,
EST-2025-0335,2022-S2,Ciencia de Datos,El Oro,Rural,F,21,Casado/a,Fiscal,Beca completa,Presencial,6,5.31,4.05,1,7,77.5,0.0,5.9,1,612.0,3,5.5,1,2024-04-18,Laboral,6.0
EST-2020-0336,2023-S1,Medicina,Azuay,Urbana,M,26,Casado/a,Particular,Recursos propios,Semi-presencial,3,7.09,10.0,0,5,73.9,37.0,,0,1430.0,2,7.6,0,,,
EST-2021-0337,2022-S1,Ciencia de Datos,Loja,Rural,F,20,Casado/a,Fiscomisional,Beca parcial,Presencial,4,6.45,6.72,1,8,67.6,11.0,7.4,0,1153.0,4,5.6,1,2024-02-26,Academico,4.0
EST-2022-0338,2023-S2,Psicología,Pichincha,Urbana,M,20,Soltero/a,Fiscal,Recursos propios,Presencial,3,7.43,5.76,1,7,63.0,0.0,9.6,1,1145.0,5,5.3,0,,,
EST-2023-0339,2022-S2,Ciencia de Datos,Loja,Urbana,F,19,Soltero/a,Fiscal,Beca parcial,Presencial,3,8.53,6.45,4,5,50.9,0.0,0.5,3,709.0,0,8.1,1,2024-08-23,Economico,3.0
EST-2024-0340,2022-S2,Psicología,Esmeraldas,Rural,F,19,Casado/a,Fiscal,Recursos propios,Presencial,1,7.23,5.32,2,6,72.7,0.0,19.4,0,679.0,2,9.5,1,2024-07-24,Laboral,1.0
EST-2025-0341,2022-S2,Arquitectura,Azuay,Rural,M,23,Soltero/a,Particular,Recursos propios,Presencial,1,7.28,6.84,3,6,79.5,40.0,1.6,1,631.0,4,7.6,1,2024-03-25,Laboral,1.0
EST-2020-0342,2022-S1,Administración de Empresas,Manabí,Urbana,F,27,Soltero/a,Fiscal,Beca parcial,Presencial,4,6.2,9.73,1,5,80.6,0.0,15.8,3,884.0,2,7.0,0,,,
EST-2021-0343,2023-S2,Ingeniería Civil,Imbabura,Urbana,F,19,Casado/a,Fiscal,Credito educativo,Presencial,1,7.21,8.32,1,7,70.8,10.0,56.3,1,1293.0,2,3.7,0,,,
EST-2022-0344,2022-S1,Psicología,Guayas,Urbana,M,27,Soltero/a,Fiscal,Recursos propios,Semi-presencial,3,7.6,9.24,0,7,72.3,0.0,15.4,2,488.0,5,10.0,0,,,
EST-2023-0345,2023-S1,Ciencia de Datos,El Oro,Urbana,F,22,Soltero/a,Particular,Beca completa,Presencial,1,8.77,7.64,0,8,100.0,0.0,35.7,1,328.0,4,6.8,0,,,
EST-2024-0346,2023-S1,Medicina,Imbabura,Urbana,M,22,Soltero/a,Fiscal,Beca parcial,Presencial,4,6.55,7.47,1,6,57.6,0.0,8.6,3,2085.0,0,7.0,0,,,
EST-2025-0347,2023-S2,Derecho,Guayas,Urbana,M,17,Soltero/a,Particular,Recursos propios,Presencial,4,5.77,,0,5,80.5,29.0,32.9,1,688.0,5,4.9,0,,,
EST-2020-0348,2022-S2,Administración de Empresas,Tungurahua,Urbana,M,21,Soltero/a,Fiscal,Credito educativo,Semi-presencial,1,6.45,10.0,0,4,53.6,15.0,7.3,2,692.0,5,9.1,0,,,
EST-2021-0349,2022-S2,Medicina,Loja,Urbana,M,18,Soltero/a,Particular,Beca completa,Semi-presencial,2,7.85,6.0,2,5,55.8,0.0,18.0,3,992.0,0,5.3,1,2024-02-10,Laboral,3.0
EST-2022-0350,2023-S1,Contabilidad,Pichincha,Urbana,F,19,Casado/a,Fiscal,Beca completa,Semi-presencial,2,7.45,6.43,2,8,69.9,0.0,49.5,5,1073.0,4,7.2,0,,,
EST-2023-0351,2022-S1,Administración de Empresas,Imbabura,Rural,M,25,Soltero/a,Fiscal,Beca completa,Presencial,2,8.68,5.98,4,8,74.8,0.0,15.0,1,786.0,5,7.8,0,,,
EST-2024-0352,2023-S1,Arquitectura,Imbabura,Rural,M,23,Soltero/a,Fiscal,Credito educativo,Presencial,6,7.68,8.9,2,6,97.8,0.0,29.8,1,499.0,4,7.1,0,,,
EST-2025-0353,2023-S2,Contabilidad,Pichincha,Rural,F,20,Soltero/a,Fiscomisional,Credito educativo,Presencial,3,7.36,2.65,2,8,75.3,23.0,9.8,4,474.0,2,7.4,1,2024-07-22,Academico,4.0
EST-2020-0354,2023-S1,Psicología,Azuay,Urbana,F,20,Casado/a,Fiscal,Credito educativo,Presencial,3,8.23,6.31,1,6,85.4,0.0,66.2,1,904.0,1,5.8,0,,,
EST-2021-0355,2023-S2,Ingeniería Civil,Loja,Urbana,M,27,Union libre,Particular,Beca completa,Semi-presencial,5,6.39,6.91,0,7,85.7,0.0,6.9,2,216.0,4,7.3,0,,,
EST-2022-0356,2022-S1,Psicología,Azuay,Rural,F,17,Soltero/a,Particular,Beca completa,Presencial,5,7.79,7.34,0,8,80.5,0.0,21.4,2,863.0,5,10.0,0,,,
EST-2023-0357,2023-S2,Psicología,Imbabura,Rural,F,24,Soltero/a,Fiscomisional,Beca completa,Presencial,5,7.12,,0,7,58.7,0.0,6.0,1,1974.0,3,6.8,0,,,
EST-2024-0358,2023-S1,Administración de Empresas,Guayas,Urbana,F,18,Soltero/a,Particular,Beca completa,Presencial,2,7.3,7.59,0,5,100.0,0.0,4.6,2,325.0,4,8.1,0,,,
EST-2025-0359,2023-S1,Ciencia de Datos,Imbabura,Rural,M,19,Soltero/a,Fiscal,Beca parcial,Presencial,4,8.23,8.1,0,7,73.7,42.0,2.2,1,913.0,0,6.9,1,2024-06-11,Laboral,5.0
EST-2020-0360,2023-S1,Derecho,Guayas,Rural,F,22,Soltero/a,Fiscal,Beca parcial,Semi-presencial,6,7.9,7.62,0,8,69.0,0.0,11.1,1,282.0,5,6.8,0,,,
EST-2021-0361,2023-S1,Medicina,Guayas,Rural,M,27,Soltero/a,Particular,Beca parcial,Presencial,1,7.54,8.53,1,8,56.5,11.0,37.7,1,494.0,5,8.9,0,,,
EST-2022-0362,2022-S2,Derecho,El Oro,Urbana,F,19,Soltero/a,Fiscal,Recursos propios,Semi-presencial,5,6.03,9.62,2,7,60.8,26.0,43.4,2,1445.0,5,7.0,1,2024-08-01,Personal,5.0
EST-2023-0363,2023-S1,Ingeniería Civil,Guayas,Urbana,F,24,Soltero/a,Particular,Recursos propios,Presencial,2,8.84,8.14,1,5,84.5,0.0,51.2,1,536.0,1,7.4,0,,,
EST-2024-0364,2023-S2,Contabilidad,Manabí,Rural,F,27,Soltero/a,Fiscal,Beca completa,Presencial,4,6.75,6.67,0,6,65.7,24.0,1.5,3,845.0,1,,0,,,
EST-2025-0365,2022-S2,Ingeniería Civil,Pichincha,Rural,F,22,Soltero/a,Particular,Recursos propios,Semi-presencial,1,10.0,6.95,2,7,67.8,11.0,1.9,3,632.0,5,5.1,0,,,
EST-2020-0366,2023-S1,Contabilidad,Pichincha,Urbana,M,26,Soltero/a,Fiscal,Recursos propios,Presencial,3,6.18,9.07,0,7,58.7,34.0,14.1,2,798.0,5,5.0,0,,,
EST-2021-0367,2022-S2,Ingeniería Civil,Loja,Urbana,F,25,Soltero/a,Fiscal,Beca parcial,Presencial,4,7.44,,2,8,100.0,0.0,15.3,3,1029.0,2,4.4,0,,,
EST-2022-0368,2022-S2,Derecho,Esmeraldas,Urbana,M,21,Union libre,Particular,Beca parcial,Semi-presencial,4,7.71,5.58,2,5,68.1,27.0,6.1,0,300.0,2,7.0,0,,,
EST-2023-0369,2022-S1,Arquitectura,Azuay,Urbana,M,20,Soltero/a,Fiscal,Beca parcial,Presencial,4,7.65,9.19,1,7,91.1,0.0,18.6,1,666.0,5,9.6,0,,,
EST-2024-0370,2023-S2,Ingeniería Civil,Pichincha,Urbana,M,23,Soltero/a,Fiscal,Credito educativo,Semi-presencial,2,5.11,6.46,2,5,63.1,0.0,1.8,1,1754.0,2,5.8,1,2024-07-10,Laboral,2.0
EST-2025-0371,2022-S2,Ciencia de Datos,Manabí,Urbana,F,26,Soltero/a,Fiscal,Recursos propios,Semi-presencial,6,8.75,4.53,1,4,82.6,22.0,27.2,3,800.0,5,3.9,0,,,
EST-2020-0372,2022-S1,Ingeniería Civil,Esmeraldas,Rural,F,26,Casado/a,Particular,Credito educativo,Presencial,6,8.77,6.9,1,6,73.7,30.0,19.2,2,404.0,1,7.7,0,,,
EST-2021-0373,2022-S1,Medicina,Chimborazo,Rural,F,20,Union libre,Particular,Beca parcial,Presencial,6,10.0,5.95,1,5,74.0,0.0,3.9,1,445.0,2,4.7,0,,,
EST-2022-0374,2023-S1,Medicina,El Oro,Urbana,M,20,Union libre,Particular,Recursos propios,Presencial,6,8.22,7.2,1,8,70.6,19.0,15.1,1,264.0,3,7.7,0,,,
EST-2023-0375,2023-S2,Medicina,Esmeraldas,Rural,F,18,Soltero/a,Particular,Beca parcial,Semi-presencial,3,9.1,7.7,0,5,63.3,0.0,2.7,3,419.0,3,,0,,,
EST-2024-0376,2022-S2,Ciencia de Datos,Manabí,Rural,M,27,Soltero/a,Fiscal,Recursos propios,Presencial,2,7.49,6.77,1,7,100.0,0.0,4.1,3,598.0,2,7.4,0,,,
EST-2025-0377,2023-S2,Derecho,Pichincha,Rural,F,26,Casado/a,Fiscal,Credito educativo,Presencial,5,8.05,7.73,2,7,94.0,0.0,5.9,3,724.0,2,,0,,,
EST-2020-0378,2023-S2,Ingeniería Civil,Chimborazo,Urbana,F,18,Soltero/a,Fiscal,Beca parcial,Presencial,5,9.93,,1,5,87.6,0.0,8.3,2,815.0,3,6.3,0,,,
EST-2021-0379,2022-S1,Derecho,Pichincha,Urbana,M,22,Soltero/a,Particular,Recursos propios,Presencial,1,9.31,5.87,2,7,100.0,44.0,11.1,0,658.0,5,6.7,0,,,
EST-2022-0380,2023-S2,Psicología,Pichincha,Rural,M,23,Soltero/a,Particular,Credito educativo,Semi-presencial,2,8.9,8.05,0,4,59.6,0.0,5.9,4,588.0,4,8.5,0,,,
EST-2023-0381,2023-S1,Contabilidad,Azuay,Rural,M,17,Casado/a,Particular,Credito educativo,Presencial,6,8.28,7.72,5,7,70.9,34.0,42.4,1,635.0,5,5.1,1,2024-05-22,Academico,7.0
EST-2024-0382,2023-S2,Psicología,Imbabura,Rural,F,19,Soltero/a,Particular,Beca parcial,Presencial,3,7.85,6.17,3,8,86.9,0.0,4.8,1,1000.0,3,4.7,0,,,
EST-2025-0383,2023-S2,Contabilidad,Guayas,Urbana,F,19,Soltero/a,Fiscal,Recursos propios,Presencial,1,8.22,7.92,1,4,65.2,0.0,16.8,2,765.0,2,6.9,0,,,
EST-2020-0384,2022-S1,Ingeniería Civil,Guayas,Urbana,F,22,Soltero/a,Fiscal,Recursos propios,Presencial,4,5.5,5.62,1,4,78.8,0.0,18.6,3,245.0,1,7.8,0,,,
EST-2021-0385,2022-S1,Contabilidad,Guayas,Urbana,F,24,Soltero/a,Fiscal,Beca completa,Semi-presencial,1,9.55,6.74,1,4,94.5,0.0,8.0,0,451.0,5,,0,,,
EST-2022-0386,2023-S2,Contabilidad,Azuay,Rural,F,22,Soltero/a,Particular,Credito educativo,Presencial,4,5.54,8.21,0,7,89.9,0.0,,0,518.0,1,7.1,0,,,
EST-2023-0387,2022-S1,Administración de Empresas,Loja,Urbana,M,17,Soltero/a,Fiscal,Recursos propios,Presencial,6,5.72,6.15,0,6,90.3,0.0,19.9,5,541.0,3,10.0,0,,,
EST-2024-0388,2022-S2,Psicología,Tungurahua,Urbana,M,18,Union libre,Fiscal,Recursos propios,Presencial,1,7.9,,0,8,88.0,33.0,16.9,3,899.0,1,4.9,0,,,
EST-2025-0389,2023-S2,Derecho,Pichincha,Rural,F,22,Soltero/a,Particular,Recursos propios,Presencial,6,9.06,8.92,1,7,89.8,0.0,13.7,3,553.0,1,,0,,,
EST-2020-0390,2022-S2,Medicina,Guayas,Urbana,M,24,Soltero/a,Fiscal,Recursos propios,Presencial,2,9.54,8.05,1,6,67.6,0.0,5.5,1,1272.0,0,8.8,0,,,
EST-2021-0391,2022-S1,Ingeniería Civil,Azuay,Rural,F,23,Soltero/a,Fiscomisional,Beca parcial,Presencial,1,6.94,8.98,0,6,73.4,25.0,3.5,2,532.0,4,6.5,0,,,
EST-2022-0392,2023-S1,Psicología,El Oro,Urbana,M,27,Union libre,Fiscomisional,Beca parcial,Presencial,5,6.18,6.47,0,4,85.4,0.0,8.6,3,1171.0,3,6.0,0,,,
EST-2023-0393,2022-S2,Psicología,Chimborazo,Urbana,F,22,Soltero/a,Fiscomisional,Beca parcial,Presencial,4,8.12,6.16,3,5,69.0,0.0,10.1,4,402.0,2,7.2,0,,,
EST-2024-0394,2023-S2,Medicina,Tungurahua,Urbana,F,25,Soltero/a,Particular,Recursos propios,Presencial,2,9.89,7.96,0,8,85.4,0.0,11.2,2,1280.0,0,8.3,0,,,
EST-2025-0395,2022-S1,Medicina,Guayas,Rural,F,24,Soltero/a,Fiscal,Recursos propios,Semi-presencial,4,8.07,8.47,2,8,98.4,0.0,34.6,1,571.0,4,2.6,0,,,
EST-2020-0396,2023-S1,Administración de Empresas,Esmeraldas,Rural,M,17,Soltero/a,Fiscal,Recursos propios,Presencial,1,7.05,6.26,0,5,85.7,0.0,6.8,2,354.0,4,4.5,0,,,
EST-2021-0397,2023-S2,Psicología,Pichincha,Rural,F,18,Soltero/a,Fiscal,Recursos propios,Presencial,1,7.94,5.99,1,8,62.1,0.0,12.5,3,540.0,0,3.3,1,2024-08-02,Personal,1.0
EST-2022-0398,2023-S1,Psicología,Chimborazo,Rural,F,21,Soltero/a,Particular,Credito educativo,Presencial,3,7.19,6.31,1,7,89.1,40.0,,0,449.0,2,4.1,1,2024-07-02,Academico,3.0
EST-2023-0399,2023-S1,Medicina,Guayas,Urbana,M,23,Casado/a,Particular,Beca completa,Semi-presencial,3,6.38,8.2,1,8,83.6,0.0,71.1,1,731.0,3,9.2,0,,,
EST-2024-0400,2022-S1,Ciencia de Datos,Esmeraldas,Urbana,M,25,Soltero/a,Particular,Recursos propios,Presencial,3,7.69,,0,5,98.3,0.0,1.4,3,1925.0,1,8.5,0,,,
EST-2025-0401,2022-S2,Contabilidad,Pichincha,Rural,F,22,Soltero/a,Fiscal,Beca parcial,Presencial,3,8.05,4.87,1,5,75.6,0.0,0.5,1,709.0,5,10.0,0,,,
EST-2020-0402,2023-S1,Ingeniería Civil,Guayas,Rural,M,25,Union libre,Fiscomisional,Credito educativo,Presencial,3,8.11,8.44,2,5,78.4,0.0,21.1,3,2035.0,2,,0,,,
EST-2021-0403,2022-S2,Derecho,Pichincha,Urbana,F,21,Soltero/a,Particular,Beca completa,Presencial,6,5.74,9.56,2,5,63.2,15.0,13.3,1,740.0,5,8.0,0,,,
EST-2022-0404,2022-S2,Psicología,Chimborazo,Rural,F,18,Soltero/a,Particular,Recursos propios,Presencial,6,6.18,6.72,0,8,66.4,0.0,5.3,3,802.0,4,6.5,0,,,
EST-2023-0405,2022-S1,Medicina,Pichincha,Urbana,F,19,Soltero/a,Fiscal,Recursos propios,Semi-presencial,3,6.68,4.95,1,8,61.7,0.0,26.1,1,1453.0,2,8.5,0,,,
EST-2024-0406,2022-S1,Administración de Empresas,Manabí,Urbana,F,27,Casado/a,Fiscal,Recursos propios,Presencial,5,8.78,8.77,3,4,75.3,0.0,13.7,1,200.0,5,7.6,0,,,
EST-2025-0407,2023-S1,Ciencia de Datos,Guayas,Rural,M,26,Soltero/a,Fiscal,Recursos propios,Semi-presencial,3,6.16,,1,7,77.6,0.0,6.3,3,375.0,1,8.7,1,2024-01-22,Economico,3.0
EST-2020-0408,2022-S2,Medicina,Esmeraldas,Urbana,M,19,Soltero/a,Particular,Beca parcial,Semi-presencial,5,6.54,4.32,1,8,67.5,0.0,82.5,1,1823.0,4,6.1,1,2024-01-02,Laboral,6.0
EST-2021-0409,2023-S2,Contabilidad,Tungurahua,Urbana,M,24,Soltero/a,Particular,Credito educativo,Semi-presencial,2,8.28,6.4,1,4,93.1,0.0,8.8,2,528.0,4,8.8,0,,,
EST-2022-0410,2022-S1,Administración de Empresas,Azuay,Rural,F,19,Casado/a,Fiscomisional,Credito educativo,Presencial,2,7.13,7.52,0,4,46.6,0.0,19.0,1,710.0,1,6.0,0,,,
EST-2023-0411,2023-S1,Arquitectura,Pichincha,Urbana,F,18,Soltero/a,Fiscal,Beca completa,Presencial,6,8.14,6.94,2,8,78.8,0.0,15.0,1,557.0,5,7.9,0,,,
EST-2024-0412,2022-S1,Contabilidad,Pichincha,Urbana,F,22,Soltero/a,Fiscal,Beca parcial,Presencial,1,7.22,6.84,2,8,59.8,40.0,8.2,0,726.0,1,,1,2024-04-21,Laboral,1.0
